numero_de_ordem,anomes,cod_ncm,pais_de_origem,descricao_do_produto,peso_liquido,vmle_dolar
OP-1000468,2023-08,28419089,JAPAO,ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A OUTROS ALUMINATOS,267.311,7922.81
OP-1000312,2024-05,62034200,COREIA DO SUL,CALCA MASCULINA DE TECIDO PLANO 100% ALGODAO DENIM SARJA 3X1 PESO 12 OZ TAMANHOS DIVERSOS,91.703,1491.34
OP-1000403,2024-12,87089990,MEXICO,BARRA ESTABILIZADORA DA SUSPENSAO DIANTEIRA FORJADA EM ACO LIGA DE ALTA RESISTENCIA DIAMETRO 24MM EMBALAGEM PADRAO PALETIZADA,5.025,66.7
OP-1000249,2024-12,39233090,MEXICO,FRASCOS DE POLIETILENO TEREFTALATO (PET) CAPACIDADE 500 ML CRISTAL TRANSPARENTE COM GARGALO 28MM PCO 1881 LOTE 445/21 EMBALAGEM PADRAO PALETIZADA,1606.453,4298.5
OP-1000336,2023-02,09011110,JAPAO,CAFE CRU EM GRAO NAO DESCAFEINADO TIPO ARABICA SAFRA RECENTE SACAS DE JUTA DE 60 KG LOTE 800/23 EMBALAGEM PADRAO PALETIZADA,26307.297,66515.39
OP-1000197,2024-03,30022029,CHINA,VACINA PARA USO VETERINARIO INATIVADA CONTRA CLOSTRIDIOSE EM FRASCO AMPOLA CONTENDO 50 DOSES 100ML LOTE 685/22,0.262,12.26
OP-1000458,2023-09,84323910,JAPAO,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A SEMEADORES-ADUBADORES, EXCETO PARA PLANTIO DIRETO",223.56,1528.88
OP-1000211,2023-12,30042099,ITALIA,ANTIBIOTICO CEFTIOFUR SODICO ESTERIL PO PARA SUSPENSAO INJETAVEL USO VETERINARIO FRASCO 4G LOTE 684/24,0.095,16.31
OP-1000430,2023-07,84431910,INDIA,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A MÁQUINAS E APARELHOS DE IMPRESSÃO POR MEIO DE BLOCOS, CILINDROS E OUTROS ELEMENTOS DE IMPRESSÃO, PARA SERIGRAFIA",380.481,2489.01
OP-1000417,2024-09,29336992,ESTADOS UNIDOS,ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A METENAMINA (HEXAMETILENOTETRAMINA) E SEUS SAIS,248.578,5132.28
OP-1000147,2023-09,85044021,INDIA,FONTE DE ALIMENTACAO CHAVEADA AC/DC ENTRADA 100-240V SAIDA 24VDC 10A 240W MODELO HDR-240-24 TRILHO DIN LOTE 363/24 EMBALAGEM PADRAO PALETIZADA,1.248,44.56
OP-1000356,2024-02,18063210,ESTADOS UNIDOS,CHOCOLATE EM TABLETES CONTENDO CACAU RECHEADO EM EMBALAGENS DE 100G PARA CONSUMO DIRETO LOTE 242/23,325.715,2641.86
OP-1000439,2023-08,68053010,JAPAO,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A ABRASIVOS NATURAIS OU ARTIFICIAIS, COM SUPORTE DE PAPEL OU CARTÃO COMBINADOS COM MATÉRIAS TÊXTEIS",131.234,3184.34
OP-1000055,2023-12,84821010,JAPAO,ROLAMENTO DE ESFERAS RADIAL DE UMA CARREIRA REF 6205-2RS DIMENSAO 25X52X15 MM FOLGA C3 PARA MOTOR ELETRICO LOTE 509/23 EMBALAGEM PADRAO PALETIZADA,0.136,8.61
OP-1000052,2023-09,84821010,ITALIA,ROLAMENTO DE ESFERAS RADIAL DE UMA CARREIRA REF 6205-2RS DIMENSAO 25X52X15 MM FOLGA C3 PARA MOTOR ELETRICO EMBALAGEM PADRAO PALETIZADA,0.136,8.94
OP-1000299,2023-02,62034200,MEXICO,CALCA MASCULINA DE TECIDO PLANO 100% ALGODAO DENIM SARJA 3X1 PESO 12 OZ TAMANHOS DIVERSOS LOTE 788/23 EMBALAGEM PADRAO PALETIZADA,71.837,1268.58
OP-1000425,2024-05,55041000,CHINA,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A FIBRAS DE RAIOM VISCOSE, NÃO CARDADAS, NÃO PENTEADAS NEM TRANSFORMADAS DE OUTRO MODO PARA FIAÇÃO",90.493,8053.16
OP-1000291,2023-10,52083200,ARGENTINA,TECIDO DE ALGODAO 100% TINTO EM LONA LIGAMENTO TELA LARGURA 1.60 M GRAMATURA 280 G/M2 DESTINADO A CONFECCAO LOTE 686/21,536.134,2295.82
OP-1000384,2024-09,87083090,MEXICO,PASTILHA DE FREIO A DISCO DIANTEIRO ISENTA DE AMIANTO COMPATIVEL COM PICK-UP REF FP-882 JOGO C/ 4 PECAS LOTE 730/22 EMBALAGEM PADRAO PALETIZADA,3.499,39.27
OP-1000077,2023-11,84137090,COREIA DO SUL,BOMBA CENTRIFUGA MULTIESTAGIO VERTICAL POTENCIA 7.5 HP 220/380V VAZAO 12 M3/H PRESSAO 8.5 BAR ROTOR INOX LOTE 917/24 EMBALAGEM PADRAO PALETIZADA,48.011,1686.05
OP-1000213,2023-12,30042099,FRANCA,ANTIBIOTICO CEFTIOFUR SODICO ESTERIL PO PARA SUSPENSAO INJETAVEL USO VETERINARIO FRASCO 4G LOTE 205/21,0.051,13.67
OP-1000058,2023-01,84821010,COREIA DO SUL,ROLAMENTO DE ESFERAS RADIAL DE UMA CARREIRA REF 6205-2RS DIMENSAO 25X52X15 MM FOLGA C3 PARA MOTOR ELETRICO LOTE 925/22,0.171,5.61
OP-1000418,2024-04,32082020,MEXICO,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A VERNIZES DE POLÍMEROS ACRÍLICOS/VINÍLICOS, DISPERSOS/DISSOLVIDOS EM MEIO NÃO AQUOSO",84.274,1615.23
OP-1000419,2023-04,84435990,MEXICO,ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A OUTRAS MÁQUINAS DE IMPRESSÃO,337.386,1197.57
OP-1000301,2023-03,62034200,CHINA,CALCA MASCULINA DE TECIDO PLANO 100% ALGODAO DENIM SARJA 3X1 PESO 12 OZ TAMANHOS DIVERSOS LOTE 583/21,124.986,1391.49
OP-1000320,2023-09,22042100,JAPAO,VINHO FINO TINTO SECO ELABORADO COM UVAS CABERNET SAUVIGNON SAFRA 2022 TEOR ALCOLICO 13.5% VOL GARRAFAS 750ML EMBALAGEM PADRAO PALETIZADA,1091.588,4685.09
OP-1000359,2024-09,87082999,MEXICO,PAINEL LATERAL EXTERNO ESTAMPADO EM CHAPA DE ACO GALVANIZADO PARA CARROCERIA DE VEICULO AUTOMOTOR COD PECA 517823 LOTE 211/22 EMBALAGEM PADRAO PALETIZADA,18.839,158.45
OP-1000007,2023-12,84818099,MEXICO,VALVULA DE CONTROLE PNEUMATICA MODELO VCP-40 DN 50 CORPO EM ACO INOX AISI 316 PRESSAO 150 LBS APLICACAO INDUSTRIAL LOTE 821/21,11.407,319.74
OP-1000235,2023-08,39233090,ESTADOS UNIDOS,FRASCOS DE POLIETILENO TEREFTALATO (PET) CAPACIDADE 500 ML CRISTAL TRANSPARENTE COM GARGALO 28MM PCO 1881 LOTE 475/23,1871.332,3741.98
OP-1000267,2024-04,38089199,JAPAO,INSETICIDA AGRICOLA FORMULACAO SUSPENSAO CONCENTRADA A BASE DE TIAMETOXAM 350 G/L GL COM 5 LITROS LOTE 477/23 EMBALAGEM PADRAO PALETIZADA,7.199,114.96
OP-1000142,2024-08,85044021,CHINA,FONTE DE ALIMENTACAO CHAVEADA AC/DC ENTRADA 100-240V SAIDA 24VDC 10A 240W MODELO HDR-240-24 TRILHO DIN LOTE 952/23 EMBALAGEM PADRAO PALETIZADA,0.992,55.98
OP-1000167,2023-09,85365090,ALEMANHA,INTERRUPTOR SECCIONADOR ROTATIVO TRIPOLAR 63A 690V FIXACAO FRONTAL IP65 COM MANOPLA TRAVAVEL LOTE 699/23,0.369,24.97
OP-1000283,2024-09,31021010,ESTADOS UNIDOS,UREIA AGRICOLA FERTILIZANTE GRANULADA COM TEOR MINIMO DE 46% DE NITROGENIO TOTAL EMBALAGEM BIG BAG DE 1000 KG LOTE 647/21 EMBALAGEM PADRAO PALETIZADA,52664.224,29227.8
OP-1000463,2024-11,84515020,ARGENTINA,ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A MÁQUINAS AUTOMÁTICAS PARA ENFESTAR OU CORTAR TECIDOS,240.363,7825.28
OP-1000285,2023-02,31021010,JAPAO,UREIA AGRICOLA FERTILIZANTE GRANULADA COM TEOR MINIMO DE 46% DE NITROGENIO TOTAL EMBALAGEM BIG BAG DE 1000 KG EMBALAGEM PADRAO PALETIZADA,76195.176,33557.56
OP-1000421,2023-02,90211920,FRANCA,ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A ARTIGOS E APARELHOS PARA FRATURAS,182.624,9206.25
OP-1000483,2024-01,84186999,JAPAO,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A OUTROS MATERIAIS/MÁQUINAS/APARELHOS, PARA PRODUZIR FRIO, E BOMBAS DE CALOR",367.263,2980.45
OP-1000035,2023-02,84818099,INDIA,VALVULA DE RETENCAO DE FLUXO REF VRET-12 EM BRONZE CONEXAO ROSCADA 1/2 POLEGADA NPT LOTE 158/21 EMBALAGEM PADRAO PALETIZADA,2.119,55.9
OP-1000373,2024-08,87082999,JAPAO,PAINEL LATERAL EXTERNO ESTAMPADO EM CHAPA DE ACO GALVANIZADO PARA CARROCERIA DE VEICULO AUTOMOTOR COD PECA 517823 LOTE 788/22,20.865,140.22
OP-1000164,2024-05,85365090,FRANCA,INTERRUPTOR SECCIONADOR ROTATIVO TRIPOLAR 63A 690V FIXACAO FRONTAL IP65 COM MANOPLA TRAVAVEL EMBALAGEM PADRAO PALETIZADA,0.384,35.76
OP-1000133,2023-02,85044021,INDIA,FONTE DE ALIMENTACAO CHAVEADA AC/DC ENTRADA 100-240V SAIDA 24VDC 10A 240W MODELO HDR-240-24 TRILHO DIN LOTE 340/23 EMBALAGEM PADRAO PALETIZADA,1.257,48.92
OP-1000305,2023-08,62034200,ITALIA,CALCA MASCULINA DE TECIDO PLANO 100% ALGODAO DENIM SARJA 3X1 PESO 12 OZ TAMANHOS DIVERSOS LOTE 258/23,110.406,1382.47
OP-1000400,2023-12,87089990,ARGENTINA,BARRA ESTABILIZADORA DA SUSPENSAO DIANTEIRA FORJADA EM ACO LIGA DE ALTA RESISTENCIA DIAMETRO 24MM LOTE 240/24 EMBALAGEM PADRAO PALETIZADA,9.324,40.18
OP-1000322,2023-01,22042100,ALEMANHA,VINHO FINO TINTO SECO ELABORADO COM UVAS CABERNET SAUVIGNON SAFRA 2022 TEOR ALCOLICO 13.5% VOL GARRAFAS 750ML EMBALAGEM PADRAO PALETIZADA,1186.899,3377.1
OP-1000104,2024-05,85423190,ITALIA,CIRCUITO INTEGRADO MICROCONTROLADOR SMD 32 BITS NUCLEO ARM CORTEX-M4 FLASH 512KB ENCAPSULAMENTO LQFP-64 EMBALAGEM PADRAO PALETIZADA,0.003,4.91
OP-1000223,2023-09,39012010,ARGENTINA,RESINA POLIETILENO DE ALTA DENSIDADE (PEAD) VIRGEM EM PELETS GRAU SOPRO INDICE FLUIDEZ 0.3 G/10MIN DENSIDADE 0.954 LOTE 465/21,30428.715,40322.51
OP-1000350,2023-09,18063210,ARGENTINA,CHOCOLATE EM TABLETES CONTENDO CACAU RECHEADO EM EMBALAGENS DE 100G PARA CONSUMO DIRETO LOTE 838/24 EMBALAGEM PADRAO PALETIZADA,360.405,2618.24
OP-1000410,2023-03,87089990,COREIA DO SUL,BARRA ESTABILIZADORA DA SUSPENSAO DIANTEIRA FORJADA EM ACO LIGA DE ALTA RESISTENCIA DIAMETRO 24MM LOTE 650/22,7.757,52.95
OP-1000217,2024-11,39012010,FRANCA,RESINA POLIETILENO DE ALTA DENSIDADE (PEAD) VIRGEM EM PELETS GRAU SOPRO INDICE FLUIDEZ 0.3 G/10MIN DENSIDADE 0.954 LOTE 877/24,21283.989,31057.73
OP-1000022,2023-03,84818099,FRANCA,VALVULA DE CONTROLE PNEUMATICA MODELO VCP-40 DN 50 CORPO EM ACO INOX AISI 316 PRESSAO 150 LBS APLICACAO INDUSTRIAL LOTE 645/22,19.199,261.42
OP-1000065,2024-08,84822010,FRANCA,ROLAMENTO DE ROLOS CONICOS SERIE METRICA REF 32210 DIMENSAO 50X90X24.75 MM APLICACAO TRANSMISSAO AUTOMOTIVA LOTE 174/24,0.56,14.6
OP-1000099,2023-10,85423190,ALEMANHA,CIRCUITO INTEGRADO MICROCONTROLADOR SMD 32 BITS NUCLEO ARM CORTEX-M4 FLASH 512KB ENCAPSULAMENTO LQFP-64 EMBALAGEM PADRAO PALETIZADA,0.002,3.25
OP-1000109,2023-05,85423919,JAPAO,AMPLIFICADOR OPERACIONAL DE BAIXO RUIDO DUPLO TIPO SOIC-8 ALIMENTACAO 5V A 15V,0.001,0.75
OP-1000086,2024-10,84137090,JAPAO,BOMBA CENTRIFUGA MULTIESTAGIO VERTICAL POTENCIA 7.5 HP 220/380V VAZAO 12 M3/H PRESSAO 8.5 BAR ROTOR INOX LOTE 223/21,77.454,1386.81
OP-1000089,2024-08,84137090,JAPAO,BOMBA CENTRIFUGA MULTIESTAGIO VERTICAL POTENCIA 7.5 HP 220/380V VAZAO 12 M3/H PRESSAO 8.5 BAR ROTOR INOX LOTE 651/24,72.344,2277.45
OP-1000230,2023-09,39012010,INDIA,RESINA POLIETILENO DE ALTA DENSIDADE (PEAD) VIRGEM EM PELETS GRAU SOPRO INDICE FLUIDEZ 0.3 G/10MIN DENSIDADE 0.954 LOTE 844/24,36531.884,33195.15
OP-1000426,2024-01,29147911,ESTADOS UNIDOS,ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A 1-CLORO-5-HEXANONA,438.619,8667.02
OP-1000062,2024-08,84822010,MEXICO,ROLAMENTO DE ROLOS CONICOS SERIE METRICA REF 32210 DIMENSAO 50X90X24.75 MM APLICACAO TRANSMISSAO AUTOMOTIVA LOTE 576/24,0.672,17.18
OP-1000076,2024-12,84137090,INDIA,BOMBA CENTRIFUGA MULTIESTAGIO VERTICAL POTENCIA 7.5 HP 220/380V VAZAO 12 M3/H PRESSAO 8.5 BAR ROTOR INOX LOTE 919/22,80.679,2117.54
OP-1000318,2024-12,22042100,ESTADOS UNIDOS,VINHO FINO TINTO SECO ELABORADO COM UVAS CABERNET SAUVIGNON SAFRA 2022 TEOR ALCOLICO 13.5% VOL GARRAFAS 750ML LOTE 590/22 EMBALAGEM PADRAO PALETIZADA,839.69,3281.47
OP-1000347,2024-01,18063210,ARGENTINA,CHOCOLATE EM TABLETES CONTENDO CACAU RECHEADO EM EMBALAGENS DE 100G PARA CONSUMO DIRETO,458.375,2326.16
OP-1000405,2024-10,87089990,CHINA,BARRA ESTABILIZADORA DA SUSPENSAO DIANTEIRA FORJADA EM ACO LIGA DE ALTA RESISTENCIA DIAMETRO 24MM LOTE 310/22 EMBALAGEM PADRAO PALETIZADA,8.432,60.79
OP-1000265,2023-05,38089199,INDIA,INSETICIDA AGRICOLA FORMULACAO SUSPENSAO CONCENTRADA A BASE DE TIAMETOXAM 350 G/L GL COM 5 LITROS EMBALAGEM PADRAO PALETIZADA,6.735,107.55
OP-1000492,2024-02,84089090,FRANCA,ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A OUTROS MOTORES DIESEL/SEMIDIESEL,441.004,3544.75
OP-1000258,2024-07,38089199,ITALIA,INSETICIDA AGRICOLA FORMULACAO SUSPENSAO CONCENTRADA A BASE DE TIAMETOXAM 350 G/L GL COM 5 LITROS,7.034,133.59
OP-1000018,2024-03,84818099,ALEMANHA,VALVULA DE CONTROLE PNEUMATICA MODELO VCP-40 DN 50 CORPO EM ACO INOX AISI 316 PRESSAO 150 LBS APLICACAO INDUSTRIAL EMBALAGEM PADRAO PALETIZADA,15.576,319.83
OP-1000366,2023-01,87082999,ESTADOS UNIDOS,PAINEL LATERAL EXTERNO ESTAMPADO EM CHAPA DE ACO GALVANIZADO PARA CARROCERIA DE VEICULO AUTOMOTOR COD PECA 517823 LOTE 763/21 EMBALAGEM PADRAO PALETIZADA,13.188,158.25
OP-1000203,2023-10,30042099,ARGENTINA,ANTIBIOTICO CEFTIOFUR SODICO ESTERIL PO PARA SUSPENSAO INJETAVEL USO VETERINARIO FRASCO 4G LOTE 815/24,0.08,12.36
OP-1000041,2023-08,84818099,ESTADOS UNIDOS,VALVULA DE RETENCAO DE FLUXO REF VRET-12 EM BRONZE CONEXAO ROSCADA 1/2 POLEGADA NPT,1.015,47.1
OP-1000154,2024-10,85365090,ARGENTINA,INTERRUPTOR SECCIONADOR ROTATIVO TRIPOLAR 63A 690V FIXACAO FRONTAL IP65 COM MANOPLA TRAVAVEL LOTE 813/24 EMBALAGEM PADRAO PALETIZADA,0.452,30.79
OP-1000415,2024-12,87089990,JAPAO,BARRA ESTABILIZADORA DA SUSPENSAO DIANTEIRA FORJADA EM ACO LIGA DE ALTA RESISTENCIA DIAMETRO 24MM LOTE 889/21,5.206,67.87
OP-1000121,2024-06,85423919,JAPAO,AMPLIFICADOR OPERACIONAL DE BAIXO RUIDO DUPLO TIPO SOIC-8 ALIMENTACAO 5V A 15V,0.002,1.15
OP-1000294,2023-05,52083200,ITALIA,TECIDO DE ALGODAO 100% TINTO EM LONA LIGAMENTO TELA LARGURA 1.60 M GRAMATURA 280 G/M2 DESTINADO A CONFECCAO LOTE 565/23,461.044,2990.21
OP-1000244,2024-05,39233090,FRANCA,FRASCOS DE POLIETILENO TEREFTALATO (PET) CAPACIDADE 500 ML CRISTAL TRANSPARENTE COM GARGALO 28MM PCO 1881 LOTE 519/21,926.787,5224.49
OP-1000352,2023-05,18063210,MEXICO,CHOCOLATE EM TABLETES CONTENDO CACAU RECHEADO EM EMBALAGENS DE 100G PARA CONSUMO DIRETO EMBALAGEM PADRAO PALETIZADA,371.874,1913.87
OP-1000275,2024-11,31021010,ITALIA,UREIA AGRICOLA FERTILIZANTE GRANULADA COM TEOR MINIMO DE 46% DE NITROGENIO TOTAL EMBALAGEM BIG BAG DE 1000 KG LOTE 424/24,51368.801,22402.2
OP-1000215,2024-05,39012010,COREIA DO SUL,RESINA POLIETILENO DE ALTA DENSIDADE (PEAD) VIRGEM EM PELETS GRAU SOPRO INDICE FLUIDEZ 0.3 G/10MIN DENSIDADE 0.954,43087.978,34458.2
OP-1000268,2024-08,31021010,CHINA,UREIA AGRICOLA FERTILIZANTE GRANULADA COM TEOR MINIMO DE 46% DE NITROGENIO TOTAL EMBALAGEM BIG BAG DE 1000 KG LOTE 771/22 EMBALAGEM PADRAO PALETIZADA,67103.618,32112.94
OP-1000420,2024-05,63064900,CHINA,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A COLCHÕES PNEUMÁTICOS, DE OUTRAS MATÉRIAS TÊXTEIS",22.975,8636.14
OP-1000454,2024-03,28299012,ALEMANHA,ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A BROMATOS DE POTÁSSIO,46.897,8480.39
OP-1000438,2024-07,39073019,MEXICO,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A RESINAS EPOXIDAS COM CARGA, EM OUTRAS FORMAS PRIMÁRIAS",32.079,6641.32
OP-1000284,2023-02,31021010,ALEMANHA,UREIA AGRICOLA FERTILIZANTE GRANULADA COM TEOR MINIMO DE 46% DE NITROGENIO TOTAL EMBALAGEM BIG BAG DE 1000 KG LOTE 506/24,44628.563,33747.94
OP-1000117,2023-09,85423919,ARGENTINA,AMPLIFICADOR OPERACIONAL DE BAIXO RUIDO DUPLO TIPO SOIC-8 ALIMENTACAO 5V A 15V EMBALAGEM PADRAO PALETIZADA,0.001,0.97
OP-1000302,2023-12,62034200,COREIA DO SUL,CALCA MASCULINA DE TECIDO PLANO 100% ALGODAO DENIM SARJA 3X1 PESO 12 OZ TAMANHOS DIVERSOS LOTE 491/24 EMBALAGEM PADRAO PALETIZADA,76.328,994.88
OP-1000388,2024-04,87083090,COREIA DO SUL,PASTILHA DE FREIO A DISCO DIANTEIRO ISENTA DE AMIANTO COMPATIVEL COM PICK-UP REF FP-882 JOGO C/ 4 PECAS EMBALAGEM PADRAO PALETIZADA,3.558,38.54
OP-1000212,2024-02,30042099,INDIA,ANTIBIOTICO CEFTIOFUR SODICO ESTERIL PO PARA SUSPENSAO INJETAVEL USO VETERINARIO FRASCO 4G LOTE 936/22 EMBALAGEM PADRAO PALETIZADA,0.061,15.26
OP-1000278,2024-09,31021010,FRANCA,UREIA AGRICOLA FERTILIZANTE GRANULADA COM TEOR MINIMO DE 46% DE NITROGENIO TOTAL EMBALAGEM BIG BAG DE 1000 KG,74277.771,23499.2
OP-1000414,2024-04,87089990,ALEMANHA,BARRA ESTABILIZADORA DA SUSPENSAO DIANTEIRA FORJADA EM ACO LIGA DE ALTA RESISTENCIA DIAMETRO 24MM LOTE 635/23,9.168,64.62
OP-1000177,2023-06,30049099,CHINA,MEDICAMENTO PARA USO HUMANO A BASE DE CLORIDRATO DE ONDANSETRONA 8MG COMPRIMIDOS CX C/ 30 UNIDADES EMBALAGEM PADRAO PALETIZADA,0.114,16.48
OP-1000343,2023-03,09011110,COREIA DO SUL,CAFE CRU EM GRAO NAO DESCAFEINADO TIPO ARABICA SAFRA RECENTE SACAS DE JUTA DE 60 KG LOTE 402/22 EMBALAGEM PADRAO PALETIZADA,21150.589,71697.99
OP-1000044,2024-10,84821010,ITALIA,ROLAMENTO DE ESFERAS RADIAL DE UMA CARREIRA REF 6205-2RS DIMENSAO 25X52X15 MM FOLGA C3 PARA MOTOR ELETRICO LOTE 370/24,0.175,7.89
OP-1000475,2023-01,30042062,ARGENTINA,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A MEDICAMENTO CONTENDO DAUNORUBICINA, EM DOSES",459.03,2054.57
OP-1000342,2023-08,09011110,FRANCA,CAFE CRU EM GRAO NAO DESCAFEINADO TIPO ARABICA SAFRA RECENTE SACAS DE JUTA DE 60 KG EMBALAGEM PADRAO PALETIZADA,18011.875,86059.69
OP-1000357,2023-03,87082999,COREIA DO SUL,PAINEL LATERAL EXTERNO ESTAMPADO EM CHAPA DE ACO GALVANIZADO PARA CARROCERIA DE VEICULO AUTOMOTOR COD PECA 517823 LOTE 712/24 EMBALAGEM PADRAO PALETIZADA,11.13,122.06
OP-1000386,2024-05,87083090,JAPAO,PASTILHA DE FREIO A DISCO DIANTEIRO ISENTA DE AMIANTO COMPATIVEL COM PICK-UP REF FP-882 JOGO C/ 4 PECAS LOTE 795/21,3.539,26.39
OP-1000078,2024-06,84137090,MEXICO,BOMBA CENTRIFUGA MULTIESTAGIO VERTICAL POTENCIA 7.5 HP 220/380V VAZAO 12 M3/H PRESSAO 8.5 BAR ROTOR INOX,77.979,2220.84
OP-1000032,2023-06,84818099,ITALIA,VALVULA DE RETENCAO DE FLUXO REF VRET-12 EM BRONZE CONEXAO ROSCADA 1/2 POLEGADA NPT LOTE 592/22 EMBALAGEM PADRAO PALETIZADA,1.944,70.81
OP-1000289,2024-05,52083200,COREIA DO SUL,TECIDO DE ALGODAO 100% TINTO EM LONA LIGAMENTO TELA LARGURA 1.60 M GRAMATURA 280 G/M2 DESTINADO A CONFECCAO,738.793,3554.34
OP-1000138,2024-03,85044021,CHINA,FONTE DE ALIMENTACAO CHAVEADA AC/DC ENTRADA 100-240V SAIDA 24VDC 10A 240W MODELO HDR-240-24 TRILHO DIN LOTE 793/22,0.735,40.62
OP-1000429,2023-08,16055600,FRANCA,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A PREPARAÇÕES E CONSERVAS, DE AMEIJOAS, BERBIGÕES E ARCAS",184.769,9719.98
OP-1000116,2024-02,85423919,ARGENTINA,AMPLIFICADOR OPERACIONAL DE BAIXO RUIDO DUPLO TIPO SOIC-8 ALIMENTACAO 5V A 15V LOTE 395/24 EMBALAGEM PADRAO PALETIZADA,0.001,1.26
OP-1000446,2023-07,29072100,ARGENTINA,ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A RESORCINOL E SEUS SAIS,75.014,7126.02
OP-1000239,2024-11,39233090,JAPAO,FRASCOS DE POLIETILENO TEREFTALATO (PET) CAPACIDADE 500 ML CRISTAL TRANSPARENTE COM GARGALO 28MM PCO 1881 LOTE 602/22,1429.081,7665.17
OP-1000226,2023-07,39012010,JAPAO,RESINA POLIETILENO DE ALTA DENSIDADE (PEAD) VIRGEM EM PELETS GRAU SOPRO INDICE FLUIDEZ 0.3 G/10MIN DENSIDADE 0.954,38845.236,35594.61
OP-1000135,2023-02,85044021,ARGENTINA,FONTE DE ALIMENTACAO CHAVEADA AC/DC ENTRADA 100-240V SAIDA 24VDC 10A 240W MODELO HDR-240-24 TRILHO DIN,0.772,32.53
OP-1000023,2024-08,84818099,INDIA,VALVULA DE RETENCAO DE FLUXO REF VRET-12 EM BRONZE CONEXAO ROSCADA 1/2 POLEGADA NPT LOTE 316/22 EMBALAGEM PADRAO PALETIZADA,2.09,40.07
OP-1000229,2024-01,39012010,FRANCA,RESINA POLIETILENO DE ALTA DENSIDADE (PEAD) VIRGEM EM PELETS GRAU SOPRO INDICE FLUIDEZ 0.3 G/10MIN DENSIDADE 0.954,27620.527,47064.49
OP-1000096,2023-09,85423190,FRANCA,CIRCUITO INTEGRADO MICROCONTROLADOR SMD 32 BITS NUCLEO ARM CORTEX-M4 FLASH 512KB ENCAPSULAMENTO LQFP-64,0.003,3.56
OP-1000452,2024-09,24021000,ESTADOS UNIDOS,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A CHARUTOS E CIGARRILHAS, QUE CONTENHAM TABACO",291.58,2625.27
OP-1000196,2024-08,30022029,ESTADOS UNIDOS,VACINA PARA USO VETERINARIO INATIVADA CONTRA CLOSTRIDIOSE EM FRASCO AMPOLA CONTENDO 50 DOSES 100ML LOTE 493/24 EMBALAGEM PADRAO PALETIZADA,0.152,11.55
OP-1000190,2023-03,30022029,ALEMANHA,VACINA PARA USO VETERINARIO INATIVADA CONTRA CLOSTRIDIOSE EM FRASCO AMPOLA CONTENDO 50 DOSES 100ML LOTE 216/22 EMBALAGEM PADRAO PALETIZADA,0.161,9.19
OP-1000095,2024-10,85423190,JAPAO,CIRCUITO INTEGRADO MICROCONTROLADOR SMD 32 BITS NUCLEO ARM CORTEX-M4 FLASH 512KB ENCAPSULAMENTO LQFP-64 LOTE 584/23,0.002,4.62
OP-1000199,2024-09,30022029,INDIA,VACINA PARA USO VETERINARIO INATIVADA CONTRA CLOSTRIDIOSE EM FRASCO AMPOLA CONTENDO 50 DOSES 100ML,0.162,12.08
OP-1000279,2024-11,31021010,INDIA,UREIA AGRICOLA FERTILIZANTE GRANULADA COM TEOR MINIMO DE 46% DE NITROGENIO TOTAL EMBALAGEM BIG BAG DE 1000 KG,46113.74,27175.3
